website_type,tracking_type,tracking_number,Y,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19
EVERGREEN,BOOKING_NUMBER,020300173879,11,48,50,48,51,48,48,49,55,51,56,55,57,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,560300517382,11,53,54,48,51,48,48,53,49,55,51,56,50,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300168743,11,48,50,48,51,48,48,49,54,56,55,52,51,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,520200239012,11,53,50,48,50,48,48,50,51,57,48,49,50,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300170772,11,48,50,48,51,48,48,49,55,48,55,55,50,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300305805,11,48,50,48,51,48,48,51,48,53,56,48,53,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300428915,11,48,50,48,51,48,48,52,50,56,57,49,53,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300173879,11,48,50,48,51,48,48,49,55,51,56,55,57,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,100350135191,11,49,48,48,51,53,48,49,51,53,49,57,49,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300186385,11,48,50,48,51,48,48,49,56,54,51,56,53,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300173879 ,11,48,50,48,51,48,48,49,55,51,56,55,57,32,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300105156,11,48,50,48,51,48,48,49,48,53,49,53,54,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300168743,11,48,50,48,51,48,48,49,54,56,55,52,51,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300308422,11,48,50,48,51,48,48,51,48,56,52,50,50,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300293394,11,48,50,48,51,48,48,50,57,51,51,57,52,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,504100020261,11,53,48,52,49,48,48,48,50,48,50,54,49,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,050300739921,11,48,53,48,51,48,48,55,51,57,57,50,49,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300224635,11,48,50,48,51,48,48,50,50,52,54,51,53,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300173879,11,48,50,48,51,48,48,49,55,51,56,55,57,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300091813,11,48,50,48,51,48,48,48,57,49,56,49,51,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,504100021110,11,53,48,52,49,48,48,48,50,49,49,49,48,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,520100271282,11,53,50,48,49,48,48,50,55,49,50,56,50,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300261140,11,48,50,48,51,48,48,50,54,49,49,52,48,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300261115,11,48,50,48,51,48,48,50,54,49,49,49,53,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300208508,11,48,50,48,51,48,48,50,48,56,53,48,56,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300256979,11,48,50,48,51,48,48,50,53,54,57,55,57,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,503300016180,11,53,48,51,51,48,48,48,49,54,49,56,48,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300359735,11,48,50,48,51,48,48,51,53,57,55,51,53,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,341886721,11,51,52,49,56,56,54,55,50,49,0,0,0,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300433196,11,48,50,48,51,48,48,52,51,51,49,57,54,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300259757,11,48,50,48,51,48,48,50,53,57,55,53,55,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300404366,11,48,50,48,51,48,48,52,48,52,51,54,54,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300404358,11,48,50,48,51,48,48,52,48,52,51,53,56,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300404340,11,48,50,48,51,48,48,52,48,52,51,52,48,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300404332,11,48,50,48,51,48,48,52,48,52,51,51,50,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,504100019662,11,53,48,52,49,48,48,48,49,57,54,54,50,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300279570,11,48,50,48,51,48,48,50,55,57,53,55,48,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300291243,11,48,50,48,51,48,48,50,57,49,50,52,51,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300291252,11,48,50,48,51,48,48,50,57,49,50,53,50,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300291260,11,48,50,48,51,48,48,50,57,49,50,54,48,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300353435,11,48,50,48,51,48,48,51,53,51,52,51,53,0,0,0,0,0,0,0,0
EVERGREEN,BOOKING_NUMBER,020300329542,11,48,50,48,51,48,48,51,50,57,53,52,50,0,0,0,0,0,0,0,0
HAMBURGSUD,BILL_OF_LOADING_NUMBER,SUDU33SYD004923X,12,83,85,68,85,51,51,83,89,68,48,48,52,57,50,51,88,0,0,0,0
HAMBURGSUD,BILL_OF_LOADING_NUMBER,SUDU33SYD005084X,12,83,85,68,85,51,51,83,89,68,48,48,53,48,56,52,88,0,0,0,0
HAMBURGSUD,BILL_OF_LOADING_NUMBER,SUDU33SYD005020X,12,83,85,68,85,51,51,83,89,68,48,48,53,48,50,48,88,0,0,0,0
HAMBURGSUD,BILL_OF_LOADING_NUMBER,SUDU33SYD003592X,12,83,85,68,85,51,51,83,89,68,48,48,51,53,57,50,88,0,0,0,0
HAMBURGSUD,BILL_OF_LOADING_NUMBER,SUDU33SYD004908X,12,83,85,68,85,51,51,83,89,68,48,48,52,57,48,56,88,0,0,0,0
HAMBURGSUD,BILL_OF_LOADING_NUMBER,SUDU33SYD005215X,12,83,85,68,85,51,51,83,89,68,48,48,53,50,49,53,88,0,0,0,0
HAMBURGSUD,BILL_OF_LOADING_NUMBER,SUDU33SYD005130X,12,83,85,68,85,51,51,83,89,68,48,48,53,49,51,48,88,0,0,0,0
HAMBURGSUD,BILL_OF_LOADING_NUMBER,SUDU33SYD005019X,12,83,85,68,85,51,51,83,89,68,48,48,53,48,49,57,88,0,0,0,0
HAMBURGSUD,BOOKING_NUMBER,3SYD004375,13,51,83,89,68,48,48,52,51,55,53,0,0,0,0,0,0,0,0,0,0
HAMBURGSUD,BOOKING_NUMBER,SUDU33SYD004903X,13,83,85,68,85,51,51,83,89,68,48,48,52,57,48,51,88,0,0,0,0
HAMBURGSUD,BOOKING_NUMBER,SUDU33SYD005212X,13,83,85,68,85,51,51,83,89,68,48,48,53,50,49,50,88,0,0,0,0
HAMBURGSUD,CONTAINER_NUMBER,CAAU6552618,14,67,65,65,85,54,53,53,50,54,49,56,0,0,0,0,0,0,0,0,0
HAMBURGSUD,CONTAINER_NUMBER,CIPU5083345,14,67,73,80,85,53,48,56,51,51,52,53,0,0,0,0,0,0,0,0,0
HAMBURGSUD,CONTAINER_NUMBER,CAAU6678231,14,67,65,65,85,54,54,55,56,50,51,49,0,0,0,0,0,0,0,0,0
HAMBURGSUD,CONTAINER_NUMBER,MRSU6381214,14,77,82,83,85,54,51,56,49,50,49,52,0,0,0,0,0,0,0,0,0
HAMBURGSUD,CONTAINER_NUMBER,CAAU6552618,14,67,65,65,85,54,53,53,50,54,49,56,0,0,0,0,0,0,0,0,0
HAMBURGSUD,CONTAINER_NUMBER,SUDU33SYD003592X,14,83,85,68,85,51,51,83,89,68,48,48,51,53,57,50,88,0,0,0,0
HAPAGLLOYD,BILL_OF_LOADING_NUMBER,HLCUTYO231019031,15,72,76,67,85,84,89,79,50,51,49,48,49,57,48,51,49,0,0,0,0
HAPAGLLOYD,BILL_OF_LOADING_NUMBER,HLCURTM230538022,15,72,76,67,85,82,84,77,50,51,48,53,51,56,48,50,50,0,0,0,0
HAPAGLLOYD,BILL_OF_LOADING_NUMBER,HLCUVAN230502250,15,72,76,67,85,86,65,78,50,51,48,53,48,50,50,53,48,0,0,0,0
HAPAGLLOYD,BILL_OF_LOADING_NUMBER,HLCUVAN230501174,15,72,76,67,85,86,65,78,50,51,48,53,48,49,49,55,52,0,0,0,0
HAPAGLLOYD,BILL_OF_LOADING_NUMBER,VAN230408131,15,86,65,78,50,51,48,52,48,56,49,51,49,0,0,0,0,0,0,0,0
HAPAGLLOYD,BILL_OF_LOADING_NUMBER,HLCULE1230967900,15,72,76,67,85,76,69,49,50,51,48,57,54,55,57,48,48,0,0,0,0
HAPAGLLOYD,BILL_OF_LOADING_NUMBER,HLCUBSC2309BBTP8,15,72,76,67,85,66,83,67,50,51,48,57,66,66,84,80,56,0,0,0,0
HAPAGLLOYD,BILL_OF_LOADING_NUMBER,HLCUVAN230408131,15,72,76,67,85,86,65,78,50,51,48,52,48,56,49,51,49,0,0,0,0
HAPAGLLOYD,BILL_OF_LOADING_NUMBER,HLCULIV230810942,15,72,76,67,85,76,73,86,50,51,48,56,49,48,57,52,50,0,0,0,0
HAPAGLLOYD,BILL_OF_LOADING_NUMBER,HLCUHAM2306AVEN0,15,72,76,67,85,72,65,77,50,51,48,54,65,86,69,78,48,0,0,0,0
HAPAGLLOYD,BILL_OF_LOADING_NUMBER,HLCUGOA230827390,15,72,76,67,85,71,79,65,50,51,48,56,50,55,51,57,48,0,0,0,0
HAPAGLLOYD,BILL_OF_LOADING_NUMBER,HLCUGOA230830080,15,72,76,67,85,71,79,65,50,51,48,56,51,48,48,56,48,0,0,0,0
HAPAGLLOYD,BILL_OF_LOADING_NUMBER,HLCUBSC2307AUDU5,15,72,76,67,85,66,83,67,50,51,48,55,65,85,68,85,53,0,0,0,0
HAPAGLLOYD,BILL_OF_LOADING_NUMBER,HLCULIV230751774,15,72,76,67,85,76,73,86,50,51,48,55,53,49,55,55,52,0,0,0,0
HAPAGLLOYD,BILL_OF_LOADING_NUMBER,HLCUTYO230540418,15,72,76,67,85,84,89,79,50,51,48,53,52,48,52,49,56,0,0,0,0
HAPAGLLOYD,BILL_OF_LOADING_NUMBER,HLCURTM230538022,15,72,76,67,85,82,84,77,50,51,48,53,51,56,48,50,50,0,0,0,0
HAPAGLLOYD,BOOKING_NUMBER,71600810,16,55,49,54,48,48,56,49,48,0,0,0,0,0,0,0,0,0,0,0,0
HAPAGLLOYD,BOOKING_NUMBER,72420545,16,55,50,52,50,48,53,52,53,0,0,0,0,0,0,0,0,0,0,0,0
HAPAGLLOYD,BOOKING_NUMBER,61240687,16,54,49,50,52,48,54,56,55,0,0,0,0,0,0,0,0,0,0,0,0
HAPAGLLOYD,BOOKING_NUMBER,60906810,16,54,48,57,48,54,56,49,48,0,0,0,0,0,0,0,0,0,0,0,0
HAPAGLLOYD,BOOKING_NUMBER,71606996,16,55,49,54,48,54,57,57,54,0,0,0,0,0,0,0,0,0,0,0,0
HAPAGLLOYD,BOOKING_NUMBER,71609243,16,55,49,54,48,57,50,52,51,0,0,0,0,0,0,0,0,0,0,0,0
HAPAGLLOYD,BOOKING_NUMBER,72531858,16,55,50,53,51,49,56,53,56,0,0,0,0,0,0,0,0,0,0,0,0
HAPAGLLOYD,BOOKING_NUMBER,72918887,16,55,50,57,49,56,56,56,55,0,0,0,0,0,0,0,0,0,0,0,0
HAPAGLLOYD,BOOKING_NUMBER,72213697,16,55,50,50,49,51,54,57,55,0,0,0,0,0,0,0,0,0,0,0,0
HAPAGLLOYD,BOOKING_NUMBER,71609243,16,55,49,54,48,57,50,52,51,0,0,0,0,0,0,0,0,0,0,0,0
HAPAGLLOYD,BOOKING_NUMBER,71638352,16,55,49,54,51,56,51,53,50,0,0,0,0,0,0,0,0,0,0,0,0
HAPAGLLOYD,BOOKING_NUMBER,71496383,16,55,49,52,57,54,51,56,51,0,0,0,0,0,0,0,0,0,0,0,0
HAPAGLLOYD,BOOKING_NUMBER,71505440,16,55,49,53,48,53,52,52,48,0,0,0,0,0,0,0,0,0,0,0,0
HAPAGLLOYD,BOOKING_NUMBER,71815880,16,55,49,56,49,53,56,56,48,0,0,0,0,0,0,0,0,0,0,0,0
HAPAGLLOYD,BOOKING_NUMBER,73099850,16,55,51,48,57,57,56,53,48,0,0,0,0,0,0,0,0,0,0,0,0
HAPAGLLOYD,BOOKING_NUMBER,71536024,16,55,49,53,51,54,48,50,52,0,0,0,0,0,0,0,0,0,0,0,0
HAPAGLLOYD,BOOKING_NUMBER,72490188,16,55,50,52,57,48,49,56,56,0,0,0,0,0,0,0,0,0,0,0,0
HAPAGLLOYD,BOOKING_NUMBER,72954760,16,55,50,57,53,52,55,54,48,0,0,0,0,0,0,0,0,0,0,0,0
HAPAGLLOYD,BOOKING_NUMBER,72185828,16,55,50,49,56,53,56,50,56,0,0,0,0,0,0,0,0,0,0,0,0
HAPAGLLOYD,BOOKING_NUMBER,71626151,16,55,49,54,50,54,49,53,49,0,0,0,0,0,0,0,0,0,0,0,0
HAPAGLLOYD,BOOKING_NUMBER,73114472,16,55,51,49,49,52,52,55,50,0,0,0,0,0,0,0,0,0,0,0,0
HAPAGLLOYD,BOOKING_NUMBER,71639719,16,55,49,54,51,57,55,49,57,0,0,0,0,0,0,0,0,0,0,0,0
HAPAGLLOYD,BOOKING_NUMBER,72610229,16,55,50,54,49,48,50,50,57,0,0,0,0,0,0,0,0,0,0,0,0
HAPAGLLOYD,BOOKING_NUMBER,70561417 ,16,55,48,53,54,49,52,49,55,32,0,0,0,0,0,0,0,0,0,0,0
HAPAGLLOYD,BOOKING_NUMBER,72183280,16,55,50,49,56,51,50,56,48,0,0,0,0,0,0,0,0,0,0,0,0
HAPAGLLOYD,BOOKING_NUMBER,70561417 ,16,55,48,53,54,49,52,49,55,32,0,0,0,0,0,0,0,0,0,0,0
HAPAGLLOYD,BOOKING_NUMBER,70561417,16,55,48,53,54,49,52,49,55,0,0,0,0,0,0,0,0,0,0,0,0
HAPAGLLOYD,BOOKING_NUMBER,72954760,16,55,50,57,53,52,55,54,48,0,0,0,0,0,0,0,0,0,0,0,0
HAPAGLLOYD,BOOKING_NUMBER,72183280,16,55,50,49,56,51,50,56,48,0,0,0,0,0,0,0,0,0,0,0,0
HAPAGLLOYD,BOOKING_NUMBER,33427426,16,51,51,52,50,55,52,50,54,0,0,0,0,0,0,0,0,0,0,0,0
HAPAGLLOYD,CONTAINER_NUMBER,HAMU1256882,17,72,65,77,85,49,50,53,54,56,56,50,0,0,0,0,0,0,0,0,0
HAPAGLLOYD,CONTAINER_NUMBER,UACU5524219,17,85,65,67,85,53,53,50,52,50,49,57,0,0,0,0,0,0,0,0,0
HAPAGLLOYD,CONTAINER_NUMBER,CAIU9746630,17,67,65,73,85,57,55,52,54,54,51,48,0,0,0,0,0,0,0,0,0
HAPAGLLOYD,CONTAINER_NUMBER,UACU  4004017,17,85,65,67,85,32,32,52,48,48,52,48,49,55,0,0,0,0,0,0,0
HAPAGLLOYD,CONTAINER_NUMBER,UACU5703554,17,85,65,67,85,53,55,48,51,53,53,52,0,0,0,0,0,0,0,0,0
HAPAGLLOYD,CONTAINER_NUMBER,UACU5401446,17,85,65,67,85,53,52,48,49,52,52,54,0,0,0,0,0,0,0,0,0
HAPAGLLOYD,CONTAINER_NUMBER,UASU1074650,17,85,65,83,85,49,48,55,52,54,53,48,0,0,0,0,0,0,0,0,0
HAPAGLLOYD,CONTAINER_NUMBER,UACU5331117,17,85,65,67,85,53,51,51,49,49,49,55,0,0,0,0,0,0,0,0,0
HAPAGLLOYD,CONTAINER_NUMBER,UACU8567261,17,85,65,67,85,56,53,54,55,50,54,49,0,0,0,0,0,0,0,0,0
HAPAGLLOYD,CONTAINER_NUMBER,HLXU1282847,17,72,76,88,85,49,50,56,50,56,52,55,0,0,0,0,0,0,0,0,0
HAPAGLLOYD,CONTAINER_NUMBER,UACU4004017,17,85,65,67,85,52,48,48,52,48,49,55,0,0,0,0,0,0,0,0,0
HAPAGLLOYD,CONTAINER_NUMBER,HLBU2916595,17,72,76,66,85,50,57,49,54,53,57,53,0,0,0,0,0,0,0,0,0
HAPAGLLOYD,CONTAINER_NUMBER,DFSU4287084,17,68,70,83,85,52,50,56,55,48,56,52,0,0,0,0,0,0,0,0,0
HMM,BILL_OF_LOADING_NUMBER,DALA24554100,18,68,65,76,65,50,52,53,53,52,49,48,48,0,0,0,0,0,0,0,0
HMM,BILL_OF_LOADING_NUMBER,DALA24554101,18,68,65,76,65,50,52,53,53,52,49,48,49,0,0,0,0,0,0,0,0
HMM,BILL_OF_LOADING_NUMBER,VANA89171000,18,86,65,78,65,56,57,49,55,49,48,48,48,0,0,0,0,0,0,0,0
HMM,BOOKING_NUMBER,DALA86001300,19,68,65,76,65,56,54,48,48,49,51,48,48,0,0,0,0,0,0,0,0
HMM,BOOKING_NUMBER,DALA05286800,19,68,65,76,65,48,53,50,56,54,56,48,48,0,0,0,0,0,0,0,0
HMM,BOOKING_NUMBER,TYOM46456400,19,84,89,79,77,52,54,52,53,54,52,48,48,0,0,0,0,0,0,0,0
HMM,BOOKING_NUMBER,MEXA63795900,19,77,69,88,65,54,51,55,57,53,57,48,48,0,0,0,0,0,0,0,0
HMM,BOOKING_NUMBER,OSAE83103700,19,79,83,65,69,56,51,49,48,51,55,48,48,0,0,0,0,0,0,0,0
HMM,BOOKING_NUMBER,NGOM46097000,19,78,71,79,77,52,54,48,57,55,48,48,48,0,0,0,0,0,0,0,0
HMM,BOOKING_NUMBER,TYOM09670100,19,84,89,79,77,48,57,54,55,48,49,48,48,0,0,0,0,0,0,0,0
HMM,BOOKING_NUMBER,DALA05286800,19,68,65,76,65,48,53,50,56,54,56,48,48,0,0,0,0,0,0,0,0
HMM,CONTAINER_NUMBER,HMMU6308201,20,72,77,77,85,54,51,48,56,50,48,49,0,0,0,0,0,0,0,0,0
HMM,CONTAINER_NUMBER,HDMU2765578,20,72,68,77,85,50,55,54,53,53,55,56,0,0,0,0,0,0,0,0,0
HMM,CONTAINER_NUMBER,HDMU2838503,20,72,68,77,85,50,56,51,56,53,48,51,0,0,0,0,0,0,0,0,0
HMM,CONTAINER_NUMBER,KOCU4929989,20,75,79,67,85,52,57,50,57,57,56,57,0,0,0,0,0,0,0,0,0
HMM,CONTAINER_NUMBER,CAIU6566928,20,67,65,73,85,54,53,54,54,57,50,56,0,0,0,0,0,0,0,0,0
HMM,CONTAINER_NUMBER,TGBU6165132,20,84,71,66,85,54,49,54,53,49,51,50,0,0,0,0,0,0,0,0,0
HMM,CONTAINER_NUMBER,HDMU2780037,20,72,68,77,85,50,55,56,48,48,51,55,0,0,0,0,0,0,0,0,0
HMM,CONTAINER_NUMBER,TCLU1278946,20,84,67,76,85,49,50,55,56,57,52,54,0,0,0,0,0,0,0,0,0
HMM,CONTAINER_NUMBER,GAOU2094294,20,71,65,79,85,50,48,57,52,50,57,52,0,0,0,0,0,0,0,0,0
HMM,CONTAINER_NUMBER,HDMU4736136,20,72,68,77,85,52,55,51,54,49,51,54,0,0,0,0,0,0,0,0,0
HMM,CONTAINER_NUMBER,DFSU6703616,20,68,70,83,85,54,55,48,51,54,49,54,0,0,0,0,0,0,0,0,0
HMM,CONTAINER_NUMBER,KOCU2114190,20,75,79,67,85,50,49,49,52,49,57,48,0,0,0,0,0,0,0,0,0
HMM,CONTAINER_NUMBER,HDMU2772474,20,72,68,77,85,50,55,55,50,52,55,52,0,0,0,0,0,0,0,0,0
HMM,CONTAINER_NUMBER,KOCU4231030,20,75,79,67,85,52,50,51,49,48,51,48,0,0,0,0,0,0,0,0,0
HMM,CONTAINER_NUMBER,CAIU6566928,20,67,65,73,85,54,53,54,54,57,50,56,0,0,0,0,0,0,0,0,0
HMM,CONTAINER_NUMBER,HMMU5413938,20,72,77,77,85,53,52,49,51,57,51,56,0,0,0,0,0,0,0,0,0
HMM,CONTAINER_NUMBER,HMMU6041938,20,72,77,77,85,54,48,52,49,57,51,56,0,0,0,0,0,0,0,0,0
HMM,CONTAINER_NUMBER,HDMU4743428     ,20,72,68,77,85,52,55,52,51,52,50,56,32,32,32,32,32,0,0,0,0
HMM,CONTAINER_NUMBER,TGBU6471050,20,84,71,66,85,54,52,55,49,48,53,48,0,0,0,0,0,0,0,0,0
HMM,CONTAINER_NUMBER,KOCU4231030,20,75,79,67,85,52,50,51,49,48,51,48,0,0,0,0,0,0,0,0,0
HMM,CONTAINER_NUMBER,CAIU7529889,20,67,65,73,85,55,53,50,57,56,56,57,0,0,0,0,0,0,0,0,0
HMM,CONTAINER_NUMBER,KOCU5090641,20,75,79,67,85,53,48,57,48,54,52,49,0,0,0,0,0,0,0,0,0
KMTC,BILL_OF_LOADING_NUMBER,LCH3938188,21,76,67,72,51,57,51,56,49,56,56,0,0,0,0,0,0,0,0,0,0
KMTC,BOOKING_NUMBER,JP01044958,22,74,80,48,49,48,52,52,57,53,56,0,0,0,0,0,0,0,0,0,0
KMTC,BOOKING_NUMBER,JP01027077,22,74,80,48,49,48,50,55,48,55,55,0,0,0,0,0,0,0,0,0,0
KMTC,BOOKING_NUMBER,JP01027370,22,74,80,48,49,48,50,55,51,55,48,0,0,0,0,0,0,0,0,0,0
KMTC,BOOKING_NUMBER,JP01028957,22,74,80,48,49,48,50,56,57,53,55,0,0,0,0,0,0,0,0,0,0
KMTC,BOOKING_NUMBER,JP01042273,22,74,80,48,49,48,52,50,50,55,51,0,0,0,0,0,0,0,0,0,0
KMTC,BOOKING_NUMBER,JP01041072,22,74,80,48,49,48,52,49,48,55,50,0,0,0,0,0,0,0,0,0,0
KMTC,BOOKING_NUMBER,JP01029769,22,74,80,48,49,48,50,57,55,54,57,0,0,0,0,0,0,0,0,0,0
KMTC,BOOKING_NUMBER,JP01041198,22,74,80,48,49,48,52,49,49,57,56,0,0,0,0,0,0,0,0,0,0
KMTC,BOOKING_NUMBER,JP01030046,22,74,80,48,49,48,51,48,48,52,54,0,0,0,0,0,0,0,0,0,0
KMTC,BOOKING_NUMBER,JP01042217,22,74,80,48,49,48,52,50,50,49,55,0,0,0,0,0,0,0,0,0,0
KMTC,BOOKING_NUMBER,JP01030049,22,74,80,48,49,48,51,48,48,52,57,0,0,0,0,0,0,0,0,0,0
KMTC,BOOKING_NUMBER,JP01043558,22,74,80,48,49,48,52,51,53,53,56,0,0,0,0,0,0,0,0,0,0
KMTC,BOOKING_NUMBER,JP01044096,22,74,80,48,49,48,52,52,48,57,54,0,0,0,0,0,0,0,0,0,0
KMTC,BOOKING_NUMBER,JP01034204,22,74,80,48,49,48,51,52,50,48,52,0,0,0,0,0,0,0,0,0,0
KMTC,BOOKING_NUMBER,JP01033967,22,74,80,48,49,48,51,51,57,54,55,0,0,0,0,0,0,0,0,0,0
KMTC,BOOKING_NUMBER,JP01032423,22,74,80,48,49,48,51,50,52,50,51,0,0,0,0,0,0,0,0,0,0
KMTC,BOOKING_NUMBER,JP01038077,22,74,80,48,49,48,51,56,48,55,55,0,0,0,0,0,0,0,0,0,0
KMTC,BOOKING_NUMBER,JP01043116,22,74,80,48,49,48,52,51,49,49,54,0,0,0,0,0,0,0,0,0,0
KMTC,BOOKING_NUMBER,JP01047084,22,74,80,48,49,48,52,55,48,56,52,0,0,0,0,0,0,0,0,0,0
KMTC,BOOKING_NUMBER,IN00400028,22,73,78,48,48,52,48,48,48,50,56,0,0,0,0,0,0,0,0,0,0
KMTC,BOOKING_NUMBER,JP01044584,22,74,80,48,49,48,52,52,53,56,52,0,0,0,0,0,0,0,0,0,0
KMTC,BOOKING_NUMBER,JP01035232,22,74,80,48,49,48,51,53,50,51,50,0,0,0,0,0,0,0,0,0,0
KMTC,BOOKING_NUMBER,JP01037566,22,74,80,48,49,48,51,55,53,54,54,0,0,0,0,0,0,0,0,0,0
KMTC,BOOKING_NUMBER,JP01043113,22,74,80,48,49,48,52,51,49,49,51,0,0,0,0,0,0,0,0,0,0
KMTC,BOOKING_NUMBER,JP01042274,22,74,80,48,49,48,52,50,50,55,52,0,0,0,0,0,0,0,0,0,0
KMTC,BOOKING_NUMBER,TH00689832,22,84,72,48,48,54,56,57,56,51,50,0,0,0,0,0,0,0,0,0,0
KMTC,BOOKING_NUMBER,IN00396759,22,73,78,48,48,51,57,54,55,53,57,0,0,0,0,0,0,0,0,0,0
KMTC,BOOKING_NUMBER,JP01023532,22,74,80,48,49,48,50,51,53,51,50,0,0,0,0,0,0,0,0,0,0
KMTC,BOOKING_NUMBER,JP01025908,22,74,80,48,49,48,50,53,57,48,56,0,0,0,0,0,0,0,0,0,0
KMTC,BOOKING_NUMBER,JP01025881,22,74,80,48,49,48,50,53,56,56,49,0,0,0,0,0,0,0,0,0,0
KMTC,BOOKING_NUMBER,IN00398823,22,73,78,48,48,51,57,56,56,50,51,0,0,0,0,0,0,0,0,0,0
KMTC,BOOKING_NUMBER,JP01016391,22,74,80,48,49,48,49,54,51,57,49,0,0,0,0,0,0,0,0,0,0
KMTC,BOOKING_NUMBER,JP01044806,22,74,80,48,49,48,52,52,56,48,54,0,0,0,0,0,0,0,0,0,0
KMTC,BOOKING_NUMBER,JP01016352,22,74,80,48,49,48,49,54,51,53,50,0,0,0,0,0,0,0,0,0,0
KMTC,CONTAINER_NUMBER,FTAU1089950,23,70,84,65,85,49,48,56,57,57,53,48,0,0,0,0,0,0,0,0,0
KMTC,CONTAINER_NUMBER,SEGU2466240,23,83,69,71,85,50,52,54,54,50,52,48,0,0,0,0,0,0,0,0,0
KMTC,CONTAINER_NUMBER,SEGU2395568,23,83,69,71,85,50,51,57,53,53,54,56,0,0,0,0,0,0,0,0,0
KMTC,CONTAINER_NUMBER,TEMU0190204,23,84,69,77,85,48,49,57,48,50,48,52,0,0,0,0,0,0,0,0,0
KMTC,CONTAINER_NUMBER,BMOU1315386,23,66,77,79,85,49,51,49,53,51,56,54,0,0,0,0,0,0,0,0,0
KMTC,CONTAINER_NUMBER,KMTU9338492,23,75,77,84,85,57,51,51,56,52,57,50,0,0,0,0,0,0,0,0,0
KMTC,CONTAINER_NUMBER,SEGU2466240,23,83,69,71,85,50,52,54,54,50,52,48,0,0,0,0,0,0,0,0,0
KMTC,CONTAINER_NUMBER,BMOU1315386,23,66,77,79,85,49,51,49,53,51,56,54,0,0,0,0,0,0,0,0,0
KMTC,CONTAINER_NUMBER,TEMU0430115,23,84,69,77,85,48,52,51,48,49,49,53,0,0,0,0,0,0,0,0,0
KMTC,CONTAINER_NUMBER,TRHU1733640,23,84,82,72,85,49,55,51,51,54,52,48,0,0,0,0,0,0,0,0,0
MAERSK,BILL_OF_LOADING_NUMBER,MRKU8205274,24,77,82,75,85,56,50,48,53,50,55,52,0,0,0,0,0,0,0,0,0
MAERSK,BILL_OF_LOADING_NUMBER,MAEU230496114,24,77,65,69,85,50,51,48,52,57,54,49,49,52,0,0,0,0,0,0,0
MAERSK,BILL_OF_LOADING_NUMBER,MAEU230589587,24,77,65,69,85,50,51,48,53,56,57,53,56,55,0,0,0,0,0,0,0
