website_type,tracking_type,tracking_number,created_at,loading_port,departure_time
MSC,BOOKING_NUMBER,206ITY0056960 ,2023/06/02,"KOBE, JP",2023/05/14 00:00:00
MSC,BOOKING_NUMBER,206ITY0056910 ,2023/06/02,"KOBE, JP",2023/05/14 00:00:00
MSC,BOOKING_NUMBER,EBKG05434247,2023/06/01,"HAKATA, FUKUOKA, JP",2023/04/23 00:00:00
MSC,BOOKING_NUMBER,EBKG05104801,2023/04/20,"YOKOHAMA, JP",2023/03/19 00:00:00
MSC,BOOKING_NUMBER,EBKG05434247,2023/06/01,"HAKATA, FUKUOKA, JP",2023/04/23 00:00:00
MSC,BOOKING_NUMBER,EBKG05236786,2023/04/20,"YOKOHAMA, JP",2023/04/03 00:00:00
MSC,BOOKING_NUMBER,EBKG05239707,2023/04/20,"YOKOHAMA, JP",2023/04/03 00:00:00
MSC,BOOKING_NUMBER,EBKG05284790,2023/04/20,"KOBE, JP",2023/05/07 00:00:00
MSC,BOOKING_NUMBER,206ITY0055984,2023/04/21,"KOBE, JP",2023/04/05 00:00:00
MSC,BOOKING_NUMBER,EBKG04731637,2023/05/25,"HAKATA, FUKUOKA, JP",2023/03/04 00:00:00
MSC,BOOKING_NUMBER,EBKG05383868,2023/05/25,"KOBE, JP",2023/05/14 00:00:00
MSC,BOOKING_NUMBER,206ITY0056957,2023/05/25,"KOBE, JP",2023/05/14 00:00:00
MSC,BOOKING_NUMBER,206ITY0057013,2023/05/25,"HAKATA, FUKUOKA, JP",2023/05/23 00:00:00
MSC,BOOKING_NUMBER,EBKG05134136,2023/04/24,"HAKATA, FUKUOKA, JP",2023/04/10 00:00:00
MSC,BOOKING_NUMBER,206ITY0055755,2023/04/25,"NAGOYA, JP",2023/04/30 00:00:00
MSC,BOOKING_NUMBER,206ITY0055755,2023/04/25,"NAGOYA, JP",2023/04/30 00:00:00
MSC,BOOKING_NUMBER,EBKG05434247,2023/05/25,"HAKATA, FUKUOKA, JP",2023/04/23 00:00:00
MSC,BOOKING_NUMBER,EBKG05414479,2023/05/25,"NAGOYA, JP",2023/05/01 00:00:00
MSC,BOOKING_NUMBER,EBKG05383868,2023/05/25,"KOBE, JP",2023/05/14 00:00:00
MSC,BOOKING_NUMBER,EBKG05553500,2023/05/22,"NAGOYA, JP",2023/05/28 00:00:00
MSC,BOOKING_NUMBER,206ITY0056680,2023/05/08,"KOBE, JP",2023/04/29 00:00:00
MSC,BOOKING_NUMBER,206ITY0056787,2023/05/08,"KOBE, JP",2023/05/07 00:00:00
MSC,BOOKING_NUMBER,EBKG06068234,2023/09/22,"YOKOHAMA, JP",2023/08/21 00:00:00
MSC,BOOKING_NUMBER,206ITY0060094,2023/08/29,"HAKATA, FUKUOKA, JP",2023/09/26 00:00:00
MSC,BOOKING_NUMBER,206ITY0059828,2023/08/29,"HAKATA, FUKUOKA, JP",2023/09/05 00:00:00
MSC,BOOKING_NUMBER,206ITY0059433,2023/08/29,"HAKATA, FUKUOKA, JP",2023/08/29 00:00:00
MSC,BOOKING_NUMBER,206ITY0059430,2023/08/29,"HAKATA, FUKUOKA, JP",2023/08/22 00:00:00
MSC,BOOKING_NUMBER,206ITY0058724,2023/08/29,"HAKATA, FUKUOKA, JP",2023/07/25 00:00:00
MSC,BOOKING_NUMBER,206ITY0059998,2023/08/29,"KOBE, JP",2023/09/17 00:00:00
MSC,BOOKING_NUMBER,206ITY0059428,2023/08/29,"KOBE, JP",2023/08/20 00:00:00
MSC,BOOKING_NUMBER,206ITY0058931,2023/08/29,"KOBE, JP",2023/07/23 00:00:00
MSC,BOOKING_NUMBER,206ITY0059433,2023/08/16,"HAKATA, FUKUOKA, JP",2023/08/29 00:00:00
MSC,BOOKING_NUMBER,EBKG06130788,2023/07/25,"YOKOHAMA, JP",2023/08/12 00:00:00
MSC,BOOKING_NUMBER,EBKG05908609,2023/07/05,"KOBE, JP",2023/07/04 00:00:00
MSC,BOOKING_NUMBER,EBKG05888914,2023/07/05,"NAGOYA, JP",2023/06/22 00:00:00
MSC,BOOKING_NUMBER,EBKG05762842,2023/07/05,"KOBE, JP",2023/07/09 00:00:00
MSC,BOOKING_NUMBER,EBKG05762796,2023/07/05,"YOKOHAMA, JP",2023/07/01 00:00:00
MSC,BOOKING_NUMBER,EBKG05762776,2023/07/05,"YOKOHAMA, JP",2023/06/19 00:00:00
MSC,BOOKING_NUMBER,206ITY0058539 ,2023/06/26,"KOBE, JP",2023/07/03 00:00:00
MSC,BOOKING_NUMBER,EBKG05168342,2023/04/10,"HAKATA, FUKUOKA, JP",2023/04/03 00:00:00
MSC,BOOKING_NUMBER,206ITY0054619,2023/04/12,"HAKATA, FUKUOKA, JP",2023/03/16 00:00:00
MSC,BOOKING_NUMBER,206ITY0054244,2023/04/14,"HAKATA, FUKUOKA, JP",2023/03/04 00:00:00
MSC,BOOKING_NUMBER,206ITY0054453,2023/04/14,"HAKATA, FUKUOKA, JP",2023/03/04 00:00:00
MSC,BOOKING_NUMBER,206ITY0054786               ,2023/04/19,"NAGOYA, JP",2023/03/15 00:00:00
MSC,BOOKING_NUMBER,206ITY0055083,2023/04/20,"KOBE, JP",2023/03/22 00:00:00
MSC,BOOKING_NUMBER,206ITY0055470,2023/04/20,"KOBE, JP",2023/03/31 00:00:00
MSC,BOOKING_NUMBER,206ITY0055473,2023/04/20,"KOBE, JP",2023/04/05 00:00:00
MSC,BOOKING_NUMBER,206ITY0055476,2023/04/20,"KOBE, JP",2023/04/12 00:00:00
MSC,BOOKING_NUMBER,206ITY0055816,2023/04/20,"KOBE, JP",2023/04/21 00:00:00
MSC,BOOKING_NUMBER,206ITY0056680 ,2023/04/20,"KOBE, JP",2023/04/29 00:00:00
MSC,BOOKING_NUMBER,206ITY0056787 ,2023/04/20,"KOBE, JP",2023/05/07 00:00:00
MSC,BOOKING_NUMBER,206ITY0054619,2023/04/20,"HAKATA, FUKUOKA, JP",2023/03/16 00:00:00
MSC,BOOKING_NUMBER,206ITY0054838,2023/04/20,"HAKATA, FUKUOKA, JP",2023/03/24 00:00:00
MSC,BOOKING_NUMBER,206ITY0054810,2023/04/20,"HAKATA, FUKUOKA, JP",2023/04/03 00:00:00
MSC,BOOKING_NUMBER,206ITY0055474,2023/04/20,"HAKATA, FUKUOKA, JP",2023/04/10 00:00:00
MSC,BOOKING_NUMBER,206ITY0055478,2023/04/20,"HAKATA, FUKUOKA, JP",2023/04/14 00:00:00
MSC,BOOKING_NUMBER,206ITY0055913,2023/04/20,"HAKATA, FUKUOKA, JP",2023/04/23 00:00:00
MSC,BOOKING_NUMBER,206ITY0055915,2023/04/20,"HAKATA, FUKUOKA, JP",2023/05/02 00:00:00
MSC,BOOKING_NUMBER,206ITY0056402,2023/04/20,"HAKATA, FUKUOKA, JP",2023/05/02 00:00:00
MSC,BOOKING_NUMBER,EBKG05239707,2023/04/20,"YOKOHAMA, JP",2023/04/03 00:00:00
MSC,BOOKING_NUMBER,EBKG05367282,2023/06/06,"KOBE, JP",2023/05/14 00:00:00
MSC,BOOKING_NUMBER,EBKG05104801,2023/04/20,"YOKOHAMA, JP",2023/03/19 00:00:00
MSC,CONTAINER_NUMBER,TEMU8700623,2023/04/10,"YOKOHAMA, JP",2023/05/03 00:00:00
MSC,CONTAINER_NUMBER,TGBU5611266,2022/10/21,"AARHUS, DK",2022/10/12 00:00:00
MSC,CONTAINER_NUMBER,CAAU5860555,2023/06/20,"SEATTLE, US",2023/05/27 00:00:00
MSC,CONTAINER_NUMBER,MEDU6994280,2022/06/02,"AARHUS, DK",2022/05/28 00:00:00
MSC,CONTAINER_NUMBER,MSMU5253970,2023/03/01,"AARHUS, DK",2023/02/22 00:00:00
MSC,CONTAINER_NUMBER,BMOU4248548,2023/03/01,"AARHUS, DK",2023/02/22 00:00:00
MSC,CONTAINER_NUMBER,MEDU7167245,2022/03/24,"AARHUS, DK",2022/03/18 00:00:00
MSC,CONTAINER_NUMBER, MEDU9498535,2022/04/06,"YOKOHAMA, JP",2022/06/09 00:00:00
MSC,CONTAINER_NUMBER,FCIU8815313,2023/03/01,"AARHUS, DK",2023/02/22 00:00:00
MSC,CONTAINER_NUMBER,MEDU4183978,2023/08/19,"YOKOHAMA, JP",2023/04/03 00:00:00
MSC,CONTAINER_NUMBER,MSMU8986420,2023/03/01,"AARHUS, DK",2023/02/22 00:00:00
MSC,CONTAINER_NUMBER,FFAU2220537,2023/10/17,"AARHUS, DK",2023/08/30 00:00:00
MSC,CONTAINER_NUMBER,MSMU5724957,2022/06/02,"LA SPEZIA, IT",2022/12/27 00:00:00
MSC,CONTAINER_NUMBER,TEMU8700623,2023/04/07,"YOKOHAMA, JP",2023/05/03 00:00:00
MSC,CONTAINER_NUMBER,MSMU8879762,2023/10/16,"AARHUS, DK",2023/10/11 00:00:00
MSC,CONTAINER_NUMBER,MSCU4387532,2023/10/16,"AARHUS, DK",2023/10/11 00:00:00
MSC,CONTAINER_NUMBER,TGBU5506321,2022/08/25,"AARHUS, DK",2022/08/17 00:00:00
MSC,CONTAINER_NUMBER,SEKU4003228,2022/08/25,"AARHUS, DK",2022/08/18 00:00:00
MSC,CONTAINER_NUMBER,TRHU8388946,2022/08/25,"AARHUS, DK",2022/08/18 00:00:00
MSC,CONTAINER_NUMBER,TCLU9814161,2023/08/29,"AARHUS, DK",2023/08/24 00:00:00
MSC,CONTAINER_NUMBER,TCKU4613552,2023/09/13,"AARHUS, DK",2023/09/07 00:00:00
MSC,CONTAINER_NUMBER,MSDU5029429,2023/07/05,"AARHUS, DK",2023/06/28 00:00:00
MSC,CONTAINER_NUMBER,TGBU5637152,2023/07/05,"AARHUS, DK",2023/06/28 00:00:00
MSC,CONTAINER_NUMBER,MSMU6056805,2023/03/01,"AARHUS, DK",2023/02/22 00:00:00
MSC,CONTAINER_NUMBER,FFAU2631121,2022/04/20,"AARHUS, DK",2022/04/09 00:00:00
MSC,CONTAINER_NUMBER,MEDU4983585,2023/03/01,"AARHUS, DK",2023/02/22 00:00:00
MSC,CONTAINER_NUMBER,MEDU8137306,2023/03/01,"KOBE, JP",2023/05/07 00:00:00
MSC,CONTAINER_NUMBER,CAIU7713540,2023/03/07,"AARHUS, DK",2023/03/02 00:00:00
MSC,CONTAINER_NUMBER,MEDU9394382,2023/03/07,"AARHUS, DK",2023/03/02 00:00:00
MSC,CONTAINER_NUMBER,MEDURI587276,2022/01/26,"AARHUS, DK",2021/12/16 00:00:00
MSC,CONTAINER_NUMBER,MEDURI586195,2022/01/26,"AARHUS, DK",2021/12/16 00:00:00
MSC,CONTAINER_NUMBER,CLHU8985902,2023/06/21,"AARHUS, DK",2023/06/15 00:00:00
MSC,CONTAINER_NUMBER,MEDU9395115,2023/06/21,"KOBE, JP",2023/09/03 00:00:00
MSC,CONTAINER_NUMBER,MSDU7554452,2023/10/05,"AARHUS, DK",2023/08/24 00:00:00
MSC,CONTAINER_NUMBER,MSDU7146954,2022/10/13,"AARHUS, DK",2022/10/07 00:00:00
MSC,CONTAINER_NUMBER,MSDU7977259,2023/06/21,"AARHUS, DK",2023/06/15 00:00:00
MSC,CONTAINER_NUMBER,TEMU6585726,2023/06/21,"AARHUS, DK",2023/06/14 00:00:00
MSC,CONTAINER_NUMBER,TLLU5185069,2023/06/21,"AARHUS, DK",2023/06/15 00:00:00
MSC,CONTAINER_NUMBER,FFAU2507960,2023/06/21,"AARHUS, DK",2023/06/14 00:00:00
MSC,CONTAINER_NUMBER,MSMU8625270,2022/05/18,"HAKATA, FUKUOKA, JP",2022/07/07 00:00:00
MSC,CONTAINER_NUMBER,bSIU9424141,2023/06/21,"KOBE, JP",2023/09/03 00:00:00
MSC,CONTAINER_NUMBER,FFAU1944163,2023/06/21,"KOBE, JP",2023/09/03 00:00:00
MSC,CONTAINER_NUMBER,MEDU4198432,2023/04/05,"AARHUS, DK",2023/03/29 00:00:00
MSC,CONTAINER_NUMBER,MSDU5434442,2023/04/04,"GDANSK, PL",2023/04/02 00:00:00
MSC,CONTAINER_NUMBER,MSDU4152357,2023/03/29,"AARHUS, DK",2023/03/22 00:00:00
MSC,CONTAINER_NUMBER,TGHU9084864,2023/03/22,"AARHUS, DK",2023/03/15 00:00:00
MSC,CONTAINER_NUMBER, TCNU2429448,2022/05/17,"AARHUS, DK",2022/03/24 00:00:00
MSC,CONTAINER_NUMBER, TEMU8467743,2022/05/13,"AARHUS, DK",2022/03/03 00:00:00
MSC,CONTAINER_NUMBER,TGBU9618377,2023/03/29,"AARHUS, DK",2023/03/22 00:00:00
MSC,CONTAINER_NUMBER,MSMU7318319,2022/05/13,"GDYNIA, PL",2022/11/22 00:00:00
MSC,CONTAINER_NUMBER,TCLU5282688,2023/03/22,"AARHUS, DK",2023/03/15 00:00:00
MSC,CONTAINER_NUMBER,MSDU4514585,2023/06/27,"AARHUS, DK",2023/06/21 00:00:00
MSC,CONTAINER_NUMBER,MEDU4226452,2023/06/27,"AARHUS, DK",2023/06/21 00:00:00
MSC,CONTAINER_NUMBER,MSCU8089670,2023/03/22,"AARHUS, DK",2023/03/15 00:00:00
MSC,CONTAINER_NUMBER,MEDU8788252,2023/03/22,"AARHUS, DK",2023/03/15 00:00:00
MSC,CONTAINER_NUMBER,MEDURI593050,2022/05/13,"AARHUS, DK",2021/12/16 00:00:00
MSC,CONTAINER_NUMBER,MSDU4391557,2023/03/29,"AARHUS, DK",2023/03/22 00:00:00
MSC,CONTAINER_NUMBER,FFAU2172974,2022/05/06,"AARHUS, DK",2022/04/28 00:00:00
MSC,CONTAINER_NUMBER,TGHU9583288,2022/05/06,"AARHUS, DK",2022/04/27 00:00:00
MSC,CONTAINER_NUMBER, CAIU7843272,2022/05/10,"AARHUS, DK",2022/04/21 00:00:00
MSC,CONTAINER_NUMBER,FDCU0296090,2022/05/11,"AARHUS, DK",2022/04/28 00:00:00
MSC,CONTAINER_NUMBER,TTNU9301636,2023/03/28,"HAKATA, FUKUOKA, JP",2023/05/02 00:00:00
MSC,CONTAINER_NUMBER,TTNU9301636,2023/03/28,"HAKATA, FUKUOKA, JP",2023/05/02 00:00:00
MSC,CONTAINER_NUMBER,MEDURI586351,2022/01/26,"AARHUS, DK",2021/12/15 00:00:00
MSC,CONTAINER_NUMBER,MSMU4909621,2023/08/29,"AARHUS, DK",2023/08/24 00:00:00
MSC,CONTAINER_NUMBER,MSCU5370576,2022/07/27,"AARHUS, DK",2022/07/20 00:00:00
MSC,CONTAINER_NUMBER,MEDU4325060,2023/08/29,"AARHUS, DK",2023/08/24 00:00:00
MSC,CONTAINER_NUMBER,FFAU1245680,2022/07/25,"AARHUS, DK",2022/07/07 00:00:00
MSC,CONTAINER_NUMBER,CRXU4518742,2022/10/28,"AARHUS, DK",2022/10/15 00:00:00
MSC,CONTAINER_NUMBER,FFAU3015012,2022/10/28,"AARHUS, DK",2022/10/19 00:00:00
MSC,CONTAINER_NUMBER,TCNU5770329,2022/07/25,"AARHUS, DK",2022/07/14 00:00:00
MSC,CONTAINER_NUMBER,FFAU3800870,2022/11/02,"AARHUS, DK",2022/10/15 00:00:00
MSC,CONTAINER_NUMBER,MSMU5526458,2023/10/27,"AARHUS, DK",2023/09/13 00:00:00
MSC,CONTAINER_NUMBER,MSCU5864820,2022/08/29,"AARHUS, DK",2022/06/26 00:00:00
MSC,CONTAINER_NUMBER,MSDU4350202,2023/08/28,"AARHUS, DK",2023/08/24 00:00:00
MSC,CONTAINER_NUMBER,MEDU4118442,2022/03/15,"AARHUS, DK",2022/03/02 00:00:00
MSC,CONTAINER_NUMBER,MEDURI629284,2022/01/27,"AARHUS, DK",2022/01/20 00:00:00
MSC,CONTAINER_NUMBER,TTNU3566200,2023/08/28,"AARHUS, DK",2023/08/24 00:00:00
MSC,CONTAINER_NUMBER,DFSU7162007,2022/01/27,"NHAVA SHEVA, IN",2022/01/15 00:00:00
MSC,CONTAINER_NUMBER,MSMU5299164,2023/08/28,"AARHUS, DK",2023/08/16 00:00:00
MSC,CONTAINER_NUMBER,MSMU5768030,2022/09/22,"AARHUS, DK",2022/09/14 00:00:00
MSC,CONTAINER_NUMBER,MEDURI587250,2022/01/30,"AARHUS, DK",2021/12/15 00:00:00
MSC,CONTAINER_NUMBER,FFAU3941081,2023/06/07,"AARHUS, DK",2023/05/03 00:00:00
MSC,CONTAINER_NUMBER,TGHU6088866,2022/02/24,"AARHUS, DK",2022/02/16 00:00:00
MSC,CONTAINER_NUMBER,MEDU8748202,2023/08/28,"AARHUS, DK",2023/08/16 00:00:00
MSC,CONTAINER_NUMBER,MSMU7699196,2023/09/19,"AARHUS, DK",2023/09/13 00:00:00
MSC,CONTAINER_NUMBER,MEDU4713466,2022/08/25,"AARHUS, DK",2022/08/17 00:00:00
MSC,CONTAINER_NUMBER,MEDU4167350,2023/09/20,"AARHUS, DK",2023/09/13 00:00:00
MSC,CONTAINER_NUMBER,MSDU4667012,2023/09/20,"AARHUS, DK",2023/09/13 00:00:00
MSC,CONTAINER_NUMBER,MSDU4016514,2023/09/20,"AARHUS, DK",2023/09/13 00:00:00
MSC,CONTAINER_NUMBER,MSMU4031747,2023/09/20,"AARHUS, DK",2023/09/13 00:00:00
MSC,CONTAINER_NUMBER,TGHU9334011,2022/10/13,"AARHUS, DK",2022/10/06 00:00:00
MSC,CONTAINER_NUMBER,MEDU4654342,2022/10/13,"AARHUS, DK",2022/10/07 00:00:00
MSC,CONTAINER_NUMBER,TCLU5640117,2023/09/20,"AARHUS, DK",2023/09/13 00:00:00
MSC,CONTAINER_NUMBER,CXDU2127058,2022/08/31,"AARHUS, DK",2022/07/15 00:00:00
MSC,CONTAINER_NUMBER,MSDU4118460,2023/09/20,"AARHUS, DK",2023/09/13 00:00:00
MSC,CONTAINER_NUMBER,MEDU4970422,2023/08/29,"AARHUS, DK",2023/08/24 00:00:00
MSC,CONTAINER_NUMBER,MSMU5192622,2023/09/20,"AARHUS, DK",2023/09/13 00:00:00
MSC,CONTAINER_NUMBER,TRHU6534912,2022/10/13,"AARHUS, DK",2022/10/06 00:00:00
MSC,CONTAINER_NUMBER,MEDURI587300,2022/01/26,"AARHUS, DK",2021/12/15 00:00:00
MSC,CONTAINER_NUMBER, MEDU4148982,2023/09/14,"AARHUS, DK",2023/08/30 00:00:00
MSC,CONTAINER_NUMBER, MEDU4183094,2023/09/14,"AARHUS, DK",2023/08/30 00:00:00
MSC,CONTAINER_NUMBER,CAIU4497725,2023/09/20,"AARHUS, DK",2023/09/13 00:00:00
MSC,CONTAINER_NUMBER,MSMU6473141,2023/08/15,"AARHUS, DK",2023/08/09 00:00:00
MSC,CONTAINER_NUMBER,CAIU7806237,2022/07/19,"AARHUS, DK",2022/07/14 00:00:00
MSC,CONTAINER_NUMBER,MSMU7725551,2023/08/15,"AARHUS, DK",2023/08/09 00:00:00
MSC,CONTAINER_NUMBER,MSDU8840342,2023/08/15,"AARHUS, DK",2023/08/10 00:00:00
MSC,CONTAINER_NUMBER,MSMU5332318,2023/08/15,"AARHUS, DK",2023/08/10 00:00:00
MSC,CONTAINER_NUMBER,MEDU7447890,2022/11/22,"AARHUS, DK",2022/11/09 00:00:00
MSC,CONTAINER_NUMBER,TRHU5531858,2022/07/19,"AARHUS, DK",2022/07/14 00:00:00
MSC,CONTAINER_NUMBER,CAAU5912330,2022/07/19,"AARHUS, DK",2022/07/14 00:00:00
MSC,CONTAINER_NUMBER,MEDU7067462,2022/07/19,"AARHUS, DK",2022/07/13 00:00:00
MSC,CONTAINER_NUMBER,CAAU5103079,2022/07/19,"AARHUS, DK",2022/07/13 00:00:00
MSC,CONTAINER_NUMBER,TGBU7476083,2022/11/25,"AARHUS, DK",2022/11/18 00:00:00
MSC,CONTAINER_NUMBER,MSMU7203011,2023/08/29,"AARHUS, DK",2023/08/24 00:00:00
MSC,CONTAINER_NUMBER,TLLU5170407,2023/08/29,"AARHUS, DK",2023/08/24 00:00:00
MSC,CONTAINER_NUMBER,BMOU3004383,2023/08/29,"AARHUS, DK",2023/08/24 00:00:00
MSC,CONTAINER_NUMBER,TCNU1353100,2022/10/13,"AARHUS, DK",2022/10/07 00:00:00
MSC,CONTAINER_NUMBER,MEDU5548432,2023/08/30,"AARHUS, DK",2023/07/05 00:00:00
MSC,CONTAINER_NUMBER, CAXU7204210,2023/09/14,"AARHUS, DK",2023/09/07 00:00:00
MSC,CONTAINER_NUMBER,TCNU1154855,2023/08/09,"AARHUS, DK",2023/08/03 00:00:00
MSC,CONTAINER_NUMBER,MEDU4320181,2023/08/09,"AARHUS, DK",2023/08/03 00:00:00
MSC,CONTAINER_NUMBER,FFAU2219367,2022/07/14,"AARHUS, DK",2022/07/06 00:00:00
MSC,CONTAINER_NUMBER,MSMU8237905,2023/08/09,"KOBE, JP",2023/10/15 00:00:00
MSC,CONTAINER_NUMBER,MEDU4160761,2023/09/14,"AARHUS, DK",2023/09/07 00:00:00
MSC,CONTAINER_NUMBER,TRHU8538624,2022/12/07,"AARHUS, DK",2022/12/01 00:00:00
MSC,CONTAINER_NUMBER,MEDURI593050,2022/01/26,"AARHUS, DK",2021/12/16 00:00:00
MSC,CONTAINER_NUMBER,TRHU5131810,2022/10/05,"AARHUS, DK",2022/09/29 00:00:00
MSC,CONTAINER_NUMBER,caru5784109,2022/12/07,"AARHUS, DK",2022/11/30 00:00:00
MSC,CONTAINER_NUMBER,MSMU6536018,2022/12/15,"AARHUS, DK",2022/12/07 00:00:00
MSC,CONTAINER_NUMBER,TGBU6024474,2022/10/11,"AARHUS, DK",2022/09/28 00:00:00
MSC,CONTAINER_NUMBER,MEDURI628153,2022/02/07,"AARHUS, DK",2022/01/20 00:00:00
MSC,CONTAINER_NUMBER,TCNU7947080,2022/07/14,"AARHUS, DK",2022/07/07 00:00:00
MSC,CONTAINER_NUMBER,MEDURI587250,2022/01/26,"AARHUS, DK",2021/12/16 00:00:00
MSC,CONTAINER_NUMBER,TCLU5891072,2022/10/11,"AARHUS, DK",2022/09/28 00:00:00
MSC,CONTAINER_NUMBER,MSCU5477878,2022/12/15,"AARHUS, DK",2022/12/07 00:00:00
MSC,CONTAINER_NUMBER,FFAU1744036,2022/12/15,"AARHUS, DK",2022/12/07 00:00:00
MSC,CONTAINER_NUMBER,MSDU4416064,2022/12/15,"AARHUS, DK",2022/12/07 00:00:00
MSC,CONTAINER_NUMBER,MSDU5456035,2022/12/15,"AARHUS, DK",2022/12/01 00:00:00
MSC,CONTAINER_NUMBER,MSMU1233600,2022/10/13,"AARHUS, DK",2022/10/05 00:00:00
MSC,CONTAINER_NUMBER,MEDU4476467,2023/05/31,"AARHUS, DK",2023/05/24 00:00:00
MSC,CONTAINER_NUMBER,MSDU7945879,2023/04/26,"AARHUS, DK",2023/04/20 00:00:00
MSC,CONTAINER_NUMBER,GLDU7082064,2022/12/21,"AARHUS, DK",2022/12/14 00:00:00
MSC,CONTAINER_NUMBER,CAAU5828430,2023/04/26,"AARHUS, DK",2023/04/20 00:00:00
MSC,CONTAINER_NUMBER,MEDU4312801,2023/04/26,"AARHUS, DK",2023/04/20 00:00:00
MSC,CONTAINER_NUMBER,MSDU4516525,2022/12/21,"AARHUS, DK",2022/12/14 00:00:00
MSC,CONTAINER_NUMBER,MEDURI629284,2022/02/10,"AARHUS, DK",2022/01/20 00:00:00
MSC,CONTAINER_NUMBER,MSMU4615144,2022/12/22,"QINGDAO, CN",2023/04/25 00:00:00
MSC,CONTAINER_NUMBER,MSMU4476917,2022/07/14,"AARHUS, DK",2022/07/06 00:00:00
MSC,CONTAINER_NUMBER,MSMU6471961,2022/08/25,"AARHUS, DK",2022/08/18 00:00:00
MSC,CONTAINER_NUMBER,TCLU5308606,2023/08/23,"AARHUS, DK",2023/08/16 00:00:00
MSC,CONTAINER_NUMBER,TEMU8189196,2022/07/14,"AARHUS, DK",2022/07/07 00:00:00
MSC,CONTAINER_NUMBER,IKSU4131330,2023/08/23,"AARHUS, DK",2023/08/16 00:00:00
MSC,CONTAINER_NUMBER,MEDU8543922,2023/08/23,"AARHUS, DK",2023/08/16 00:00:00
MSC,CONTAINER_NUMBER,TEMU8391967,2023/09/14,"AARHUS, DK",2023/09/07 00:00:00
MSC,CONTAINER_NUMBER,MSDU7066782,2022/07/11,"AARHUS, DK",2022/06/09 00:00:00
MSC,CONTAINER_NUMBER,TCLU5194083,2023/04/26,"AARHUS, DK",2023/04/20 00:00:00
MSC,CONTAINER_NUMBER,MEDU7996014,2023/09/14,"AARHUS, DK",2023/09/06 00:00:00
MSC,CONTAINER_NUMBER,FFAU4078289,2023/06/12,"AARHUS, DK",2023/05/31 00:00:00
MSC,CONTAINER_NUMBER,FBLU0168390,2023/08/01,"AARHUS, DK",2023/07/26 00:00:00
MSC,CONTAINER_NUMBER,MSMU6776092,2023/08/01,"AARHUS, DK",2023/07/27 00:00:00
MSC,CONTAINER_NUMBER,MSDU7778426,2023/08/01,"AARHUS, DK",2023/07/26 00:00:00
MSC,CONTAINER_NUMBER,MSDU5919778,2022/12/28,"AARHUS, DK",2022/12/21 00:00:00
MSC,CONTAINER_NUMBER,TRHU8410525,2023/06/12,"AARHUS, DK",2023/05/31 00:00:00
MSC,CONTAINER_NUMBER,BEAU4265788,2023/05/24,"AARHUS, DK",2023/05/17 00:00:00
MSC,CONTAINER_NUMBER,MSDU4516525,2023/01/10,"HAKATA, FUKUOKA, JP",2023/03/04 00:00:00
MSC,CONTAINER_NUMBER,MSCU5562795,2023/01/10,"AARHUS, DK",2023/01/05 00:00:00
MSC,CONTAINER_NUMBER,DFSU6582772,2023/01/10,"AARHUS, DK",2023/01/05 00:00:00
MSC,CONTAINER_NUMBER,MSDU5499850,2023/05/24,"AARHUS, DK",2023/05/17 00:00:00
MSC,CONTAINER_NUMBER,MEDURI592565,2022/01/26,"AARHUS, DK",2021/12/30 00:00:00
MSC,CONTAINER_NUMBER,CARU5784109,2023/01/16,"AARHUS, DK",2022/11/30 00:00:00
MSC,CONTAINER_NUMBER,CRSU9173359,2023/01/17,"AARHUS, DK",2023/01/11 00:00:00
MSC,CONTAINER_NUMBER,MSDU4059814,2022/09/14,"AARHUS, DK",2022/09/01 00:00:00
MSC,CONTAINER_NUMBER,TGBU7808207,2023/05/24,"AARHUS, DK",2023/05/17 00:00:00
MSC,CONTAINER_NUMBER,MEDU4066204,2023/06/14,"AARHUS, DK",2023/06/07 00:00:00
MSC,CONTAINER_NUMBER,MEDU7427281,2022/07/08,"AARHUS, DK",2022/06/29 00:00:00
MSC,CONTAINER_NUMBER,SLSU6045451,2022/07/08,"AARHUS, DK",2022/06/29 00:00:00
MSC,CONTAINER_NUMBER,MSDU8482573,2022/09/14,"AARHUS, DK",2022/08/27 00:00:00
MSC,CONTAINER_NUMBER,MSDU7464066,2023/06/14,"AARHUS, DK",2023/06/08 00:00:00
MSC,CONTAINER_NUMBER,MSDU7237334,2022/07/08,"AARHUS, DK",2022/06/29 00:00:00
MSC,CONTAINER_NUMBER,MSCU5311320,2022/09/14,"AARHUS, DK",2022/09/07 00:00:00
MSC,CONTAINER_NUMBER,TGHU4585689,2022/10/17,"AARHUS, DK",2022/09/28 00:00:00
MSC,CONTAINER_NUMBER,TCLU9632130,2023/08/22,"KOBE, JP",2023/10/22 00:00:00
MSC,CONTAINER_NUMBER,TXGU5436166,2022/07/07,"AARHUS, DK",2022/06/29 00:00:00
MSC,CONTAINER_NUMBER,TCLU5667801,2022/08/25,"AARHUS, DK",2022/08/18 00:00:00
MSC,CONTAINER_NUMBER,MSDU7320618,2023/07/26,"AARHUS, DK",2023/07/20 00:00:00
MSC,CONTAINER_NUMBER,MSDU7339207,2023/07/26,"AARHUS, DK",2023/07/19 00:00:00
MSC,CONTAINER_NUMBER,MEDU7138972,2023/07/26,"AARHUS, DK",2023/07/19 00:00:00
