website_type,tracking_type,tracking_number,created_at,loading_port,departure_time
HAMBURGSUD,BILL_OF_LOADING_NUMBER,SUDU33SYD004923X,2023/09/20,Fremantle AUFRE,2023/08/30 00:20:00
HAMBURGSUD,BILL_OF_LOADING_NUMBER,SUDU33SYD005084X,2023/09/20,Melbourne AUMEL,2023/09/09 14:26:00
HAMBURGSUD,BILL_OF_LOADING_NUMBER,SUDU33SYD005020X,2023/09/20,Melbourne AUMEL,2023/09/09 14:26:00
HAMBURGSUD,BILL_OF_LOADING_NUMBER,SUDU33SYD003592X,2023/07/07,Melbourne AUMEL,2023/06/19 04:42:00
HAMBURGSUD,BILL_OF_LOADING_NUMBER,SUDU33SYD004908X,2023/09/26,Adelaide AUADL,2023/08/27 21:25:00
HAMBURGSUD,BILL_OF_LOADING_NUMBER,SUDU33SYD005215X,2023/09/27,Melbourne AUMEL,2023/09/25 08:45:00
HAMBURGSUD,BILL_OF_LOADING_NUMBER,SUDU33SYD005130X,2023/09/27,Melbourne AUMEL,2023/09/25 08:45:00
HAMBURGSUD,BILL_OF_LOADING_NUMBER,SUDU33SYD005019X,2023/09/20,Adelaide AUADL,2023/09/11 20:01:00
HAMBURGSUD,BOOKING_NUMBER,3SYD004375,2023/08/01,Melbourne AUMEL,2023/07/29 01:47:00
HAMBURGSUD,BOOKING_NUMBER,SUDU33SYD004903X,2023/09/20,Adelaide AUADL,2023/09/11 20:01:00
HAMBURGSUD,BOOKING_NUMBER,SUDU33SYD005212X,2023/10/30,Adelaide AUADL,2023/09/25 22:21:00
HAMBURGSUD,CONTAINER_NUMBER,CAAU6552618,2023/07/13,Melbourne AUMEL,2023/06/19 04:42:00
HAMBURGSUD,CONTAINER_NUMBER,CIPU5083345,2023/07/06,Melbourne AUMEL,2023/06/04 08:41:00
HAMBURGSUD,CONTAINER_NUMBER,CAAU6678231,2023/08/24,Melbourne AUMEL,2023/07/29 01:47:00
HAMBURGSUD,CONTAINER_NUMBER,MRSU6381214,2023/07/25,Melbourne AUMEL,2023/07/10 09:09:00
HAMBURGSUD,CONTAINER_NUMBER,CAAU6552618,2023/07/12,Melbourne AUMEL,2023/06/19 04:42:00
HAMBURGSUD,CONTAINER_NUMBER,SUDU33SYD003592X,2023/09/07,Melbourne AUMEL,2023/06/19 04:42:00
HAPAGLLOYD,BILL_OF_LOADING_NUMBER,HLCUTYO231019031,2023/11/01,KOBE,2023/11/02 22:00:00
HAPAGLLOYD,BILL_OF_LOADING_NUMBER,HLCURTM230538022,2023/06/16,ROTTERDAM,2023/05/20 21:06:00
HAPAGLLOYD,BILL_OF_LOADING_NUMBER,HLCUVAN230502250,2023/06/26,"VANCOUVER, BC",2023/06/11 09:42:00
HAPAGLLOYD,BILL_OF_LOADING_NUMBER,HLCUVAN230501174,2023/06/26,"VANCOUVER, BC",2023/06/26 01:18:00
HAPAGLLOYD,BILL_OF_LOADING_NUMBER,VAN230408131,2023/07/03,"VANCOUVER, BC",2023/06/27 16:12:00
HAPAGLLOYD,BILL_OF_LOADING_NUMBER,HLCULE1230967900,2023/10/25,LE HAVRE,2023/10/04 19:18:00
HAPAGLLOYD,BILL_OF_LOADING_NUMBER,HLCUBSC2309BBTP8,2023/10/02,"VANCOUVER, BC",2023/09/28 07:18:00
HAPAGLLOYD,BILL_OF_LOADING_NUMBER,HLCUVAN230408131,2023/07/03,"VANCOUVER, BC",2023/06/27 16:12:00
HAPAGLLOYD,BILL_OF_LOADING_NUMBER,HLCULIV230810942,2023/08/25,SOUTHAMPTON,2023/08/14 07:06:00
HAPAGLLOYD,BILL_OF_LOADING_NUMBER,HLCUHAM2306AVEN0,2023/07/18,HAMBURG,2023/07/06 12:06:00
HAPAGLLOYD,BILL_OF_LOADING_NUMBER,HLCUGOA230827390,2023/09/15,SALERNO,2023/08/18 10:24:00
HAPAGLLOYD,BILL_OF_LOADING_NUMBER,HLCUGOA230830080,2023/09/15,SALERNO,2023/08/25 13:12:00
HAPAGLLOYD,BILL_OF_LOADING_NUMBER,HLCUBSC2307AUDU5,2023/09/11,"TACOMA, WA",2023/09/01 18:36:00
HAPAGLLOYD,BILL_OF_LOADING_NUMBER,HLCULIV230751774,2023/09/27,ANTWERP,2023/08/23 17:36:00
HAPAGLLOYD,BILL_OF_LOADING_NUMBER,HLCUTYO230540418,2023/06/21,YOKOHAMA,2023/06/19 02:48:00
HAPAGLLOYD,BILL_OF_LOADING_NUMBER,HLCURTM230538022,2023/09/06,ROTTERDAM,2023/05/20 21:06:00
HAPAGLLOYD,BOOKING_NUMBER,71600810,2023/08/18,KOBE,2023/08/04 00:24:00
HAPAGLLOYD,BOOKING_NUMBER,72420545,2023/11/02,NAGOYA,2023/11/07 17:00:00
HAPAGLLOYD,BOOKING_NUMBER,61240687,2023/08/29,"VANCOUVER, BC",2023/09/14 08:00:00
HAPAGLLOYD,BOOKING_NUMBER,60906810,2023/08/29,"VANCOUVER, BC",2023/09/07 16:30:00
HAPAGLLOYD,BOOKING_NUMBER,71606996,2023/10/25,KOBE,2023/11/02 22:00:00
HAPAGLLOYD,BOOKING_NUMBER,71609243,2023/06/16,KOBE,2023/07/13 05:00:00
HAPAGLLOYD,BOOKING_NUMBER,72531858,2023/06/21,NAGOYA,2023/06/05 13:00:00
HAPAGLLOYD,BOOKING_NUMBER,72918887,2023/06/21,NAGOYA,2023/06/05 13:00:00
HAPAGLLOYD,BOOKING_NUMBER,72213697,2023/06/21,NAGOYA,2023/06/20 18:45:00
HAPAGLLOYD,BOOKING_NUMBER,71609243,2023/06/27,KOBE,2023/07/14 02:48:00
HAPAGLLOYD,BOOKING_NUMBER,71638352,2023/10/31,KOBE,2023/10/19 17:36:00
HAPAGLLOYD,BOOKING_NUMBER,71496383,2023/07/14,NAGOYA,2023/07/15 20:00:00
HAPAGLLOYD,BOOKING_NUMBER,71505440,2023/07/14,NAGOYA,2023/07/10 18:25:00
HAPAGLLOYD,BOOKING_NUMBER,71815880,2023/07/14,NAGOYA,2023/07/15 20:00:00
HAPAGLLOYD,BOOKING_NUMBER,73099850,2023/07/14,NAGOYA,2023/07/15 20:00:00
HAPAGLLOYD,BOOKING_NUMBER,71536024,2023/07/14,KOBE,2023/08/10 00:42:00
HAPAGLLOYD,BOOKING_NUMBER,72490188,2023/08/14,NAGOYA,2023/08/12 21:30:00
HAPAGLLOYD,BOOKING_NUMBER,72954760,2023/08/17,NAGOYA,2023/08/08 20:30:00
HAPAGLLOYD,BOOKING_NUMBER,72185828,2023/08/17,KOBE,2023/08/04 00:24:00
HAPAGLLOYD,BOOKING_NUMBER,71626151,2023/08/18,KOBE,2023/08/03 11:40:00
HAPAGLLOYD,BOOKING_NUMBER,73114472,2023/08/18,KOBE,2023/07/20 17:05:00
HAPAGLLOYD,BOOKING_NUMBER,71639719,2023/08/18,KOBE,2023/07/27 23:18:00
HAPAGLLOYD,BOOKING_NUMBER,72610229,2023/08/18,KOBE,2023/07/14 01:06:00
HAPAGLLOYD,BOOKING_NUMBER,70561417 ,2023/10/27,KOBE,2023/10/19 17:36:00
HAPAGLLOYD,BOOKING_NUMBER,72183280,2023/08/23,KOBE,2023/09/01 12:42:00
HAPAGLLOYD,BOOKING_NUMBER,70561417 ,2023/08/29,KOBE,2023/10/19 17:36:00
HAPAGLLOYD,BOOKING_NUMBER,70561417,2023/09/12,KOBE,2023/10/19 17:36:00
HAPAGLLOYD,BOOKING_NUMBER,72954760,2023/09/08,NAGOYA,2023/08/08 20:30:00
HAPAGLLOYD,BOOKING_NUMBER,72183280,2023/09/08,KOBE,2023/09/01 12:42:00
HAPAGLLOYD,BOOKING_NUMBER,33427426,2023/09/07,NAGOYA,2023/09/24 05:18:00
HAPAGLLOYD,CONTAINER_NUMBER,HAMU1256882,2023/10/17,"TACOMA, WA",2023/11/06 17:00:00
HAPAGLLOYD,CONTAINER_NUMBER,UACU5524219,2023/10/27,ROTTERDAM,2023/09/29 19:48:00
HAPAGLLOYD,CONTAINER_NUMBER,CAIU9746630,2023/10/11,"NORFOLK, VA",2023/10/08 23:54:00
HAPAGLLOYD,CONTAINER_NUMBER,UACU  4004017,2023/06/19,ROTTERDAM,2023/05/27 15:30:00
HAPAGLLOYD,CONTAINER_NUMBER,UACU5703554,2023/07/21,"LOS ANGELES, CA",2023/08/14 04:30:00
HAPAGLLOYD,CONTAINER_NUMBER,UACU5401446,2023/09/06,"VANCOUVER, BC",2023/09/15 12:12:00
HAPAGLLOYD,CONTAINER_NUMBER,UASU1074650,2023/08/02,"TACOMA, WA",2023/08/30 03:00:00
HAPAGLLOYD,CONTAINER_NUMBER,UACU5331117,2023/09/06,"VANCOUVER, BC",2023/09/15 12:12:00
HAPAGLLOYD,CONTAINER_NUMBER,UACU8567261,2023/08/09,"OAKLAND, CA",2023/08/19 16:12:00
HAPAGLLOYD,CONTAINER_NUMBER,HLXU1282847,2023/10/25,PAITA,2023/10/16 16:47:00
HAPAGLLOYD,CONTAINER_NUMBER,UACU4004017,2023/06/20,ROTTERDAM,2023/05/27 15:30:00
HAPAGLLOYD,CONTAINER_NUMBER,HLBU2916595,2023/07/20,"LOS ANGELES, CA",2023/07/25 04:12:00
HAPAGLLOYD,CONTAINER_NUMBER,DFSU4287084,2023/10/30,"VANCOUVER, BC",2023/11/09 08:00:00
HMM,BILL_OF_LOADING_NUMBER,DALA24554100,2023/10/12,"OAKLAND, CA",2023/10/04 20:48:00
HMM,BILL_OF_LOADING_NUMBER,DALA24554101,2023/10/18,"OAKLAND, CA",2023/10/09 03:00:00
HMM,BILL_OF_LOADING_NUMBER,VANA89171000,2023/10/13,"VANCOUVER, BC, CANADA",2023/10/14 09:00:00
HMM,BOOKING_NUMBER,DALA86001300,2023/06/12,"LOS ANGELES, CA",2023/05/31 04:27:00
HMM,BOOKING_NUMBER,DALA05286800,2023/06/12,"SAVANNAH, GA",2023/05/30 18:24:00
HMM,BOOKING_NUMBER,TYOM46456400,2023/10/05,"OSAKA, JAPAN",2023/10/22 21:35:00
HMM,BOOKING_NUMBER,MEXA63795900,2023/08/24,"MANZANILLO, MEXICO",2023/09/25 06:01:00
HMM,BOOKING_NUMBER,OSAE83103700,2023/10/11,"TOKYO, JAPAN",2023/10/17 00:24:00
HMM,BOOKING_NUMBER,NGOM46097000,2023/04/12,"NAGOYA, JAPAN",2023/04/14 16:50:00
HMM,BOOKING_NUMBER,TYOM09670100,2023/08/16,"OSAKA, JAPAN",2023/08/26 10:20:00
HMM,BOOKING_NUMBER,DALA05286800,2023/08/23,"SAVANNAH, GA",2023/05/30 18:24:00
HMM,CONTAINER_NUMBER,HMMU6308201,2023/06/01,"SHANGHAI,CHINA",2023/05/22 00:00:00
HMM,CONTAINER_NUMBER,HDMU2765578,2023/06/01,"TOKYO, JAPAN",2023/06/03 00:30:00
HMM,CONTAINER_NUMBER,HDMU2838503,2023/04/19,"FOS SUR MER, FRANCE",2023/03/27 13:00:00
HMM,CONTAINER_NUMBER,KOCU4929989,2023/10/30,"TOKYO, JAPAN",2023/10/24 16:34:00
HMM,CONTAINER_NUMBER,CAIU6566928,2023/04/25,"SHANGHAI,CHINA",2023/05/01 20:30:00
HMM,CONTAINER_NUMBER,TGBU6165132,2023/10/02,"SHANGHAI,CHINA",2023/09/26 22:45:00
HMM,CONTAINER_NUMBER,HDMU2780037,2023/08/22,"KOBE, JAPAN",2023/08/29 14:25:00
HMM,CONTAINER_NUMBER,TCLU1278946,2022/05/30,"TACOMA, WA",2022/09/15 04:00:00
HMM,CONTAINER_NUMBER,GAOU2094294,2023/08/29,"SHANGHAI,CHINA",2023/09/03 00:30:00
HMM,CONTAINER_NUMBER,HDMU4736136,2023/04/25,"SHANGHAI,CHINA",2023/04/05 00:01:00
HMM,CONTAINER_NUMBER,DFSU6703616,2023/08/02,"SHANGHAI,CHINA",2023/07/01 11:00:00
HMM,CONTAINER_NUMBER,KOCU2114190,2023/10/02,"KOBE, JAPAN",2023/09/28 20:04:00
HMM,CONTAINER_NUMBER,HDMU2772474,2022/02/21,"MUNDRA, INDIA",2022/01/18 06:42:00
HMM,CONTAINER_NUMBER,KOCU4231030,2023/06/01,"TOKYO, JAPAN",2023/06/03 00:30:00
HMM,CONTAINER_NUMBER,CAIU6566928,2023/05/04,"SHANGHAI,CHINA",2023/05/01 20:30:00
HMM,CONTAINER_NUMBER,HMMU5413938,2023/10/06,"TOKYO, JAPAN",2023/09/06 05:01:00
HMM,CONTAINER_NUMBER,HMMU6041938,2023/07/24,"TOKYO, JAPAN",2023/07/12 03:55:00
HMM,CONTAINER_NUMBER,HDMU4743428     ,2023/08/18,"HAMBURG, GERMANY",2023/07/24 01:00:00
HMM,CONTAINER_NUMBER,TGBU6471050,2023/08/08,"TOKYO, JAPAN",2023/08/21 04:54:00
HMM,CONTAINER_NUMBER,KOCU4231030,2023/07/27,"TOKYO, JAPAN",2023/06/03 00:30:00
HMM,CONTAINER_NUMBER,CAIU7529889,2023/10/23,"MANZANILLO, MEXICO",2023/10/25 19:45:00
HMM,CONTAINER_NUMBER,KOCU5090641,2023/08/02,"MANZANILLO, MEXICO",2023/07/03 16:55:00
KMTC,BILL_OF_LOADING_NUMBER,LCH3938188,2022/08/30,LAEM CHABANG,2022/08/22 06:09:00
KMTC,BOOKING_NUMBER,JP01044958,2023/08/29,KOBE,2023/09/02 08:15:00
KMTC,BOOKING_NUMBER,JP01027077,2023/06/02,NAGOYA,2023/06/09 20:30:00
KMTC,BOOKING_NUMBER,JP01027370,2023/06/02,KOBE,2023/06/11 00:30:00
KMTC,BOOKING_NUMBER,JP01028957,2023/06/02,KOBE,2023/06/24 03:25:00
KMTC,BOOKING_NUMBER,JP01042273,2023/08/29,KOBE,2023/08/22 20:00:00
KMTC,BOOKING_NUMBER,JP01041072,2023/08/29,KOBE,2023/08/28 10:25:00
KMTC,BOOKING_NUMBER,JP01029769,2023/06/02,KOBE,2023/06/24 03:25:00
KMTC,BOOKING_NUMBER,JP01041198,2023/08/29,NAGOYA,2023/08/25 05:15:00
KMTC,BOOKING_NUMBER,JP01030046,2023/06/02,NAGOYA,2023/06/22 23:25:00
KMTC,BOOKING_NUMBER,JP01042217,2023/08/29,NAGOYA,2023/08/18 21:35:00
KMTC,BOOKING_NUMBER,JP01030049,2023/06/02,NAGOYA,2023/06/22 23:25:00
KMTC,BOOKING_NUMBER,JP01043558,2023/08/29,KOBE,2023/08/28 10:25:00
KMTC,BOOKING_NUMBER,JP01044096,2023/08/29,NAGOYA,2023/09/01 04:15:00
KMTC,BOOKING_NUMBER,JP01034204,2023/06/26,NAGOYA,2023/07/21 07:45:00
KMTC,BOOKING_NUMBER,JP01033967,2023/06/26,KOBE,2023/07/09 01:05:00
KMTC,BOOKING_NUMBER,JP01032423,2023/06/26,KOBE,2023/07/01 00:45:00
KMTC,BOOKING_NUMBER,JP01038077,2023/07/12,NAGOYA,2023/08/03 22:15:00
KMTC,BOOKING_NUMBER,JP01043116,2023/08/29,KOBE,2023/08/28 10:25:00
KMTC,BOOKING_NUMBER,JP01047084,2023/08/29,KOBE,2023/09/16 10:20:00
KMTC,BOOKING_NUMBER,IN00400028,2023/08/30,CHENNAI,2023/08/24 23:55:00
KMTC,BOOKING_NUMBER,JP01044584,2023/08/29,KOBE,2023/09/02 08:15:00
KMTC,BOOKING_NUMBER,JP01035232,2023/07/12,KOBE,2023/07/22 11:45:00
KMTC,BOOKING_NUMBER,JP01037566,2023/07/12,NAGOYA,2023/07/19 16:25:00
KMTC,BOOKING_NUMBER,JP01043113,2023/08/29,KOBE,2023/08/28 10:25:00
KMTC,BOOKING_NUMBER,JP01042274,2023/08/29,KOBE,2023/08/22 20:00:00
KMTC,BOOKING_NUMBER,TH00689832,2022/01/24,BANGKOK,2021/08/29 15:40:00
KMTC,BOOKING_NUMBER,IN00396759,2023/08/02,KATTUPALLI,2023/07/29 18:10:00
KMTC,BOOKING_NUMBER,JP01023532,2023/05/19,KOBE,2023/05/27 00:35:00
KMTC,BOOKING_NUMBER,JP01025908,2023/05/19,NAGOYA,2023/06/01 19:35:00
KMTC,BOOKING_NUMBER,JP01025881,2023/05/19,NAGOYA,2023/06/09 20:30:00
KMTC,BOOKING_NUMBER,IN00398823,2023/08/22,CHENNAI,2023/08/13 10:45:00
KMTC,BOOKING_NUMBER,JP01016391,2023/04/13,NAGOYA,2023/04/13 20:55:00
KMTC,BOOKING_NUMBER,JP01044806,2023/08/29,NAGOYA,2023/09/01 04:15:00
KMTC,BOOKING_NUMBER,JP01016352,2023/04/20,NAGOYA,2023/04/13 20:55:00
KMTC,CONTAINER_NUMBER,FTAU1089950,2023/04/27,JAKARTA,2023/04/24 02:40:00
KMTC,CONTAINER_NUMBER,SEGU2466240,2023/05/02,JAKARTA,2023/04/24 02:40:00
KMTC,CONTAINER_NUMBER,SEGU2395568,2023/08/02,CHENNAI,2023/07/20 21:00:00
KMTC,CONTAINER_NUMBER,TEMU0190204,2023/07/04,JAKARTA,2023/07/03 05:58:00
KMTC,CONTAINER_NUMBER,BMOU1315386,2022/08/25,LAEM CHABANG,2022/08/22 06:09:00
KMTC,CONTAINER_NUMBER,KMTU9338492,2022/05/06,LAEM CHABANG,2022/04/27 01:01:00
KMTC,CONTAINER_NUMBER,SEGU2466240,2023/05/29,JAKARTA,2023/04/24 02:40:00
KMTC,CONTAINER_NUMBER,BMOU1315386,2022/08/30,LAEM CHABANG,2022/08/22 06:09:00
KMTC,CONTAINER_NUMBER,TEMU0430115,2023/07/04,JAKARTA,2023/07/01 00:59:00
KMTC,CONTAINER_NUMBER,TRHU1733640,2022/02/21,LAEM CHABANG,2022/02/08 21:36:00
MAERSK,BILL_OF_LOADING_NUMBER,MRKU8205274,2023/06/09,Fangcheng,2023/06/12 23:59:00
MAERSK,BILL_OF_LOADING_NUMBER,MAEU230496114,2023/09/27,Adelaide,2023/09/18 23:45:00
MAERSK,BILL_OF_LOADING_NUMBER,MAEU230589587,2023/09/26,Adelaide,2023/09/18 23:45:00
MAERSK,BILL_OF_LOADING_NUMBER,226738793,2023/07/05,Klaipeda,2023/05/10 01:47:00
MAERSK,BILL_OF_LOADING_NUMBER,231092962,2023/09/25,Aarhus,2023/09/21 14:20:00
MAERSK,BILL_OF_LOADING_NUMBER,231797013,2023/10/25,Adelaide,2023/10/24 06:28:00
MAERSK,BILL_OF_LOADING_NUMBER,230881535,2023/10/25,Melbourne,2023/10/23 02:46:00
MAERSK,BILL_OF_LOADING_NUMBER,231060382,2023/10/25,Melbourne,2023/10/23 02:46:00
MAERSK,BILL_OF_LOADING_NUMBER,231177947,2023/10/13,Naples,2023/09/21 20:51:00
MAERSK,BILL_OF_LOADING_NUMBER,231897447,2023/10/25,Adelaide,2023/10/24 06:28:00
MAERSK,BILL_OF_LOADING_NUMBER,MRKU8205274,2023/06/20,Fangcheng,2023/06/12 23:59:00
MAERSK,BILL_OF_LOADING_NUMBER,225557384,2023/04/12,Nagoya,2023/03/26 03:30:00
MAERSK,BILL_OF_LOADING_NUMBER,225557277,2023/04/12,Nagoya,2023/03/18 17:55:00
MAERSK,BILL_OF_LOADING_NUMBER,225817422,2023/05/10,Helsingborg,2023/03/28 19:07:00
MAERSK,BILL_OF_LOADING_NUMBER,225817422,2023/04/18,Helsingborg,2023/03/28 19:07:00
MAERSK,BILL_OF_LOADING_NUMBER,MRKU8205274,2023/06/05,Fangcheng,2023/06/12 23:59:00
MAERSK,BILL_OF_LOADING_NUMBER,MRKU8205274,2023/05/25,Nouakchott,2023/02/27 11:40:00
MAERSK,BILL_OF_LOADING_NUMBER,230686006,2023/10/27,Melbourne,2023/10/10 03:35:00
MAERSK,BILL_OF_LOADING_NUMBER,MRKU8205274,2023/06/09,Fangcheng,2023/06/12 23:59:00
MAERSK,BILL_OF_LOADING_NUMBER,MRKU8205274,2023/06/09,Fangcheng,2023/06/12 23:59:00
MAERSK,BILL_OF_LOADING_NUMBER,231492585,2023/11/01,Adelaide,2023/10/31 06:26:00
MAERSK,BILL_OF_LOADING_NUMBER,231491636,2023/11/01,Adelaide,2023/10/31 06:26:00
MAERSK,BILL_OF_LOADING_NUMBER,MAEU230908737,2023/10/25,Izmir,2023/09/25 04:41:00
MAERSK,BILL_OF_LOADING_NUMBER,230538367,2023/11/02,Seattle,2023/10/17 04:38:00
MAERSK,BILL_OF_LOADING_NUMBER,MAEU230375204,2023/10/03,Melbourne,2023/10/03 09:32:00
MAERSK,BOOKING_NUMBER,273577887,2023/10/02,Shanghai,2023/09/30 22:00:00
MAERSK,BOOKING_NUMBER,MAEU231820797,2023/10/25,Algeciras,2023/10/06 16:31:00
MAERSK,BOOKING_NUMBER,227719405,2023/06/20,Helsingborg,2023/06/19 18:29:00
MAERSK,BOOKING_NUMBER,227495157,2023/05/31,Helsingborg,2023/05/22 22:00:00
MAERSK,BOOKING_NUMBER,230684492,2023/09/12,Aarhus,2023/09/14 16:40:00
MAERSK,BOOKING_NUMBER,228998708,2023/08/09,Aarhus,2023/08/11 03:25:00
MAERSK,BOOKING_NUMBER,231820797,2023/10/30,Algeciras,2023/10/06 16:31:00
MAERSK,BOOKING_NUMBER,228594636,2023/07/13,Helsingborg,2023/07/18 21:00:00
MAERSK,BOOKING_NUMBER,230781942,2023/09/11,Aarhus,2023/09/07 18:35:00
MAERSK,BOOKING_NUMBER,232163906,2023/10/25,Jebel Ali,2023/10/20 03:35:00
MAERSK,CONTAINER_NUMBER,SUDU6883302,2023/10/19,Naples,2023/09/14 14:16:00
MAERSK,CONTAINER_NUMBER,MRKU8205274,2023/09/04,Leghorn,2023/08/18 14:34:00
MAERSK,CONTAINER_NUMBER,MRKU8205274,2023/10/23,Leghorn,2023/08/18 14:34:00
MAERSK,CONTAINER_NUMBER,MRKU8205274,2023/07/27,Fangcheng,2023/06/12 23:59:00
MAERSK,CONTAINER_NUMBER,MRKU8205274,2023/10/18,Leghorn,2023/08/18 14:34:00
MAERSK,CONTAINER_NUMBER,TCLU5714082,2023/08/02,Aarhus,2023/06/29 21:05:00
MSC,BILL_OF_LOADING_NUMBER,MEDULZ816710,2023/09/22,"NAPLES, IT",2023/08/07 00:00:00
MSC,BILL_OF_LOADING_NUMBER,MEDULZ799437,2023/09/22,"NAPLES, IT",2023/08/07 00:00:00
MSC,BILL_OF_LOADING_NUMBER,MEDULZ831123,2023/09/22,"NAPLES, IT",2023/08/11 00:00:00
MSC,BILL_OF_LOADING_NUMBER,MEDUTX262024,2022/10/12,"AARHUS, DK",2022/08/17 00:00:00
MSC,BILL_OF_LOADING_NUMBER,MEDULZ831370,2023/09/22,"NAPLES, IT",2023/08/11 00:00:00
MSC,BILL_OF_LOADING_NUMBER,MEDULZ808519,2023/09/22,"NAPLES, IT",2023/08/07 00:00:00
MSC,BILL_OF_LOADING_NUMBER,MEDUUH834647,2023/08/31,"NORFOLK, US",2023/08/24 00:00:00
MSC,BILL_OF_LOADING_NUMBER,MEDUG7651649,2023/09/01,"GEMLIK, TR",2023/07/08 00:00:00
MSC,BILL_OF_LOADING_NUMBER,MEDUGN818133,2023/10/12,"SALERNO, IT",2023/09/07 00:00:00
MSC,BILL_OF_LOADING_NUMBER,MEDUUG381103,2023/09/22,"HELSINGBORG, SE",2023/08/29 00:00:00
MSC,BILL_OF_LOADING_NUMBER,MEDUAH468160,2022/05/10,"ANTWERP, BE",2022/04/11 00:00:00
MSC,BILL_OF_LOADING_NUMBER,MEDUTX263444,2022/10/12,"AARHUS, DK",2022/08/17 00:00:00
MSC,BILL_OF_LOADING_NUMBER,MEDUUH000843,2023/06/26,"SEATTLE, US",2023/05/27 00:00:00
MSC,BILL_OF_LOADING_NUMBER,MEDUUH007913,2023/06/26,"SEATTLE, US",2023/05/27 00:00:00
MSC,BILL_OF_LOADING_NUMBER,MEDUTF387046,2022/06/08,"AARHUS, DK",2022/04/09 00:00:00
MSC,BILL_OF_LOADING_NUMBER,MEDUV8608840,2023/07/05,"VIGO, ES",2023/05/15 00:00:00
MSC,BILL_OF_LOADING_NUMBER,MEDULZ824102,2023/10/02,"NAPLES, IT",2023/08/11 00:00:00
MSC,BILL_OF_LOADING_NUMBER,MEDUGN710033,2023/10/02,"SALERNO, IT",2023/08/10 00:00:00
MSC,BILL_OF_LOADING_NUMBER,MEDUGN719042,2023/09/28,"TRAPANI, IT",2023/08/17 00:00:00
MSC,BILL_OF_LOADING_NUMBER,MEDUTX288375,2022/11/04,"AARHUS, DK",2022/09/14 00:00:00
MSC,BILL_OF_LOADING_NUMBER,MEDULZ872903,2023/10/19,"VENICE, IT",2023/09/07 00:00:00
MSC,BILL_OF_LOADING_NUMBER,MEDUJ5112316,2023/10/20,"DURBAN, ZA",2023/10/05 00:00:00
MSC,BILL_OF_LOADING_NUMBER,MEDUUG433714,2023/10/19,"HELSINGBORG, SE",2023/10/04 00:00:00
MSC,BILL_OF_LOADING_NUMBER,MEDUAH211248,2022/03/15,"ANTWERP, BE",2022/03/05 00:00:00
MSC,BILL_OF_LOADING_NUMBER,MEDUAH304878,2022/03/15,"ANTWERP, BE",2022/02/24 00:00:00
MSC,BILL_OF_LOADING_NUMBER,MEDULS081502,2022/11/29,"AARHUS, DK",2022/11/18 00:00:00
MSC,BILL_OF_LOADING_NUMBER,MEDURZ203312,2023/09/05,"GDANSK, PL",2023/04/02 00:00:00
MSC,BILL_OF_LOADING_NUMBER,MEDUJ5130144,2023/09/22,"DURBAN, ZA",2023/09/08 00:00:00
MSC,BILL_OF_LOADING_NUMBER,MEDUGN781232,2023/10/04,"SALERNO, IT",2023/09/01 00:00:00
MSC,BILL_OF_LOADING_NUMBER,MEDULZ770834,2023/09/22,"NAPLES, IT",2023/08/02 00:00:00
MSC,BILL_OF_LOADING_NUMBER,MEDUGN629282 ,2023/09/22,"NAPLES, IT",2023/08/02 00:00:00
MSC,BILL_OF_LOADING_NUMBER,MEDUGN629357,2023/09/22,"NAPLES, IT",2023/08/02 00:00:00
MSC,BILL_OF_LOADING_NUMBER,MEDUGN593322,2023/09/22,"NAPLES, IT",2023/08/02 00:00:00
MSC,BILL_OF_LOADING_NUMBER,MEDUIE543794,2023/07/12,"JAKARTA, JAVA, ID",2023/07/11 00:00:00
MSC,BILL_OF_LOADING_NUMBER,MEDUGN643044,2023/09/22,"SALERNO, IT",2023/08/02 00:00:00
MSC,BILL_OF_LOADING_NUMBER,MEDUGN612767,2023/09/22,"PALERMO, IT",2023/07/29 00:00:00
MSC,BILL_OF_LOADING_NUMBER,MSMU5914828,2022/06/08,"AARHUS, DK",2022/05/29 00:00:00
MSC,BILL_OF_LOADING_NUMBER,MEDUGN742242,2023/10/03,"SALERNO, IT",2023/08/18 00:00:00
MSC,BILL_OF_LOADING_NUMBER,MEDULZ858977,2023/10/25,"PALERMO, IT",2023/09/01 00:00:00
MSC,BILL_OF_LOADING_NUMBER,MEDUJ8152053,2023/10/26,"GENOA, IT",2023/10/27 00:00:00
MSC,BOOKING_NUMBER,EBKG05236786,2023/04/20,"YOKOHAMA, JP",2023/04/03 00:00:00
MSC,BOOKING_NUMBER,206ITY0057496,2023/06/02,"HAKATA, FUKUOKA, JP",2023/06/15 00:00:00
MSC,BOOKING_NUMBER,206ITY0057497,2023/06/02,"HAKATA, FUKUOKA, JP",2023/06/07 00:00:00
MSC,BOOKING_NUMBER,206ITY0057012 ,2023/06/02,"HAKATA, FUKUOKA, JP",2023/05/23 00:00:00
MSC,BOOKING_NUMBER,206ITY0057963,2023/06/02,"KOBE, JP",2023/06/13 00:00:00
MSC,BOOKING_NUMBER,206ITY0057864,2023/06/02,"KOBE, JP",2023/06/07 00:00:00
MSC,BOOKING_NUMBER,206ITY0057486,2023/06/02,"KOBE, JP",2023/05/30 00:00:00
MSC,BOOKING_NUMBER,206ITY0057257,2023/06/02,"KOBE, JP",2023/05/23 00:00:00
